2.127.253.0/24,GB,,,
2.127.254.0/23,GB,,,
2.216.0.0/15,GB,,,
2.218.0.0/16,GB,,,
2.219.0.0/16,GB,,,
2.220.0.0/15,GB,,,
2.222.0.0/16,GB,,,
2.223.0.0/16,GB,,,
46.64.0.0/16,GB,,,
46.65.0.0/16,GB,,,
5.64.0.0/14,GB,,,
5.68.0.0/14,GB,,,
51.146.0.0/16,GB,,,
51.182.0.0/15,IE,,,
51.186.0.0/15,IE,,,
51.19.0.0/16,GB,,,
51.190.0.0/15,GB,,,
51.194.0.0/16,GB,,,
51.198.0.0/18,GB,,,
51.198.64.0/23,GB,,,
51.198.66.0/23,IE,,,
51.198.68.0/23,GB,,,
51.198.70.0/23,GB,,,
51.198.72.0/21,GB,,,
51.198.80.0/20,GB,,,
51.198.96.0/19,GB,,,
51.198.128.0/17,GB,,,
51.199.0.0/17,IE,,,
51.199.128.0/18,IE,,,
51.199.192.0/19,IE,,,
51.199.224.0/20,IE,,,
51.199.240.0/21,IE,,,
51.199.248.0/22,IE,,,
51.199.252.0/23,IE,,,
51.199.254.0/23,IE,,,
51.199.0.0/17,IE,,,
51.199.128.0/18,IE,,,
51.199.192.0/19,IE,,,
51.199.224.0/20,IE,,,
51.199.240.0/21,IE,,,
51.199.248.0/22,IE,,,
51.199.252.0/23,IE,,,
51.199.254.0/23,IE,,,
51.241.0.0/16,GB,,,
78.105.0.0/17,GB,,,
78.105.128.0/17,GB,,,
78.86.0.0/17,GB,,,
78.86.128.0/17,GB,,,
80.238.0.0/19,GB,,,
80.238.32.0/19,GB,,,
80.238.32.0/19,GB,,,
84.38.32.0/20,GB,,,
84.38.32.0/20,GB,,,
85.188.192.0/18,GB,,,
85.188.192.0/18,GB,,,
87.80.0.0/16,GB,,,
87.81.0.0/16,GB,,,
87.87.0.0/16,GB,,,
89.200.128.0/21,GB,,,
89.200.128.0/21,GB,,,
90.192.0.0/13,GB,,,
90.200.0.0/14,GB,,,
90.204.0.0/15,GB,,,
90.206.0.0/16,GB,,,
90.207.0.0/17,GB,,,
90.207.128.0/18,GB,,,
90.207.192.0/19,GB,,,
90.207.225.128/27,GB,,,
90.207.225.160/28,GB,,,
90.207.225.176/28,GB,,,
90.207.225.224/27,GB,,,
90.207.226.0/24,GB,,,
90.207.227.0/24,GB,,,
90.207.228.0/23,GB,,,
90.207.230.0/23,GB,,,
90.207.232.0/24,GB,,,
90.207.233.0/24,GB,,,
90.207.234.0/24,GB,,,
90.207.235.0/24,GB,,,
90.207.236.0/23,GB,,,
90.207.238.0/26,GB,,,
90.207.238.64/27,GB,,,
90.207.238.96/27,GB,,,
90.207.238.128/26,GB,,,
90.207.238.192/28,GB,,,
90.207.238.208/28,GB,,,
90.207.238.224/27,GB,,,
90.207.239.0/24,GB,,,
90.207.240.0/22,GB,,,
90.207.244.0/22,GB,,,
90.207.248.0/24,GB,,,
90.207.249.0/27,GB,,,
90.207.249.32/27,GB,,,
90.207.249.80/29,GB,,,
90.207.249.88/29,GB,,,
90.207.249.96/27,GB,,,
90.207.249.128/26,GB,,,
90.207.249.192/26,GB,,,
90.207.250.0/25,GB,,,
90.207.250.128/25,GB,,,
90.207.251.128/27,GB,,,
90.207.251.160/28,GB,,,
90.207.251.176/28,GB,,,
90.207.251.192/28,GB,,,
90.207.251.208/29,GB,,,
90.207.251.216/29,GB,,,
90.207.251.224/28,GB,,,
90.207.251.240/30,GB,,,
90.207.251.244/30,GB,,,
90.207.251.248/29,GB,,,
90.207.252.0/24,GB,,,
90.207.253.0/24,GB,,,
90.207.254.80/30,GB,,,
90.207.254.84/30,GB,,,
90.207.254.88/29,GB,,,
90.207.254.96/27,GB,,,
90.207.254.128/26,GB,,,
90.207.254.192/26,GB,,,
90.207.255.0/24,GB,,,
90.208.0.0/15,GB,,,
90.210.0.0/15,GB,,,
90.212.0.0/15,GB,,,
90.214.0.0/15,GB,,,
90.216.0.0/17,GB,,,
90.216.128.0/19,GB,,,
90.216.160.0/19,GB,,,
90.216.192.0/18,GB,,,
90.217.0.0/16,GB,,,
90.218.0.0/15,GB,,,
90.220.0.0/15,GB,,,
90.222.0.0/16,GB,,,
90.223.0.0/21,GB,,,
90.223.8.0/21,GB,,,
90.223.16.0/21,GB,,,
90.223.24.0/21,GB,,,
90.223.32.0/21,GB,,,
90.223.40.0/21,GB,,,
90.223.48.0/21,GB,,,
90.223.56.0/21,GB,,,
90.223.64.0/21,GB,,,
90.223.72.0/21,GB,,,
90.223.80.0/21,GB,,,
90.223.88.0/21,GB,,,
90.223.96.0/21,GB,,,
90.223.104.0/21,GB,,,
90.223.112.0/21,GB,,,
90.223.120.0/21,GB,,,
90.223.168.0/22,GB,,,
90.223.172.0/23,GB,,,
90.223.175.0/24,GB,,,
90.223.176.0/21,GB,,,
90.223.184.0/23,GB,,,
90.223.188.0/22,GB,,,
90.223.192.0/24,GB,,,
90.223.193.0/24,GB,,,
90.223.194.0/24,GB,,,
90.223.195.0/24,GB,,,
90.223.196.0/24,GB,,,
90.223.197.0/25,GB,,,
90.223.197.128/26,GB,,,
90.223.197.192/26,GB,,,
90.223.198.0/24,GB,,,
90.223.199.0/24,GB,,,
90.223.200.0/22,GB,,,
90.223.204.0/24,GB,,,
90.223.205.0/26,GB,,,
90.223.205.64/26,GB,,,
90.223.205.128/28,GB,,,
90.223.205.144/28,GB,,,
90.223.205.160/28,GB,,,
90.223.205.176/29,GB,,,
90.223.205.184/30,GB,,,
90.223.205.188/30,GB,,,
90.223.205.192/26,GB,,,
90.223.206.0/28,GB,,,
90.223.206.16/29,GB,,,
90.223.206.24/31,GB,,,
90.223.206.26/31,GB,,,
90.223.206.28/30,GB,,,
90.223.206.32/27,GB,,,
90.223.206.64/28,GB,,,
90.223.206.80/28,GB,,,
90.223.206.96/27,GB,,,
90.223.206.128/25,GB,,,
90.223.207.0/25,GB,,,
90.223.207.128/25,GB,,,
90.223.208.0/21,GB,,,
90.223.216.0/24,GB,,,
90.223.217.0/26,GB,,,
90.223.217.64/28,GB,,,
90.223.217.80/29,GB,,,
90.223.217.96/27,GB,,,
90.223.217.128/25,GB,,,
90.223.218.0/24,GB,,,
90.223.219.0/25,GB,,,
90.223.219.128/27,GB,,,
90.223.219.160/28,GB,,,
90.223.219.176/28,GB,,,
90.223.219.192/27,GB,,,
90.223.219.224/32,GB,,,
90.223.219.226/31,GB,,,
90.223.219.228/30,GB,,,
90.223.219.232/29,GB,,,
90.223.219.240/28,GB,,,
90.223.220.0/25,GB,,,
90.223.220.128/26,GB,,,
90.223.220.192/26,GB,,,
90.223.221.0/25,GB,,,
90.223.221.128/26,GB,,,
90.223.221.192/26,GB,,,
90.223.222.0/25,GB,,,
90.223.222.128/29,GB,,,
90.223.222.136/29,GB,,,
90.223.222.144/29,GB,,,
90.223.222.152/29,GB,,,
90.223.222.160/27,GB,,,
90.223.222.192/26,GB,,,
90.223.223.0/24,GB,,,
90.223.224.0/21,GB,,,
90.223.232.0/25,GB,,,
90.223.232.128/25,GB,,,
90.223.233.0/24,GB,,,
90.223.234.0/24,GB,,,
90.223.235.0/24,GB,,,
90.223.236.0/24,GB,,,
90.223.237.0/24,GB,,,
90.223.238.0/24,GB,,,
90.223.239.0/24,GB,,,
90.223.240.0/23,GB,,,
90.223.242.0/24,GB,,,
90.223.243.0/26,GB,,,
90.223.243.64/27,GB,,,
90.223.243.96/28,GB,,,
90.223.243.112/28,GB,,,
90.223.243.128/29,GB,,,
90.223.243.136/29,GB,,,
90.223.243.144/28,GB,,,
90.223.243.160/27,GB,,,
90.223.243.192/27,GB,,,
90.223.243.224/29,GB,,,
90.223.243.232/29,GB,,,
90.223.243.240/29,GB,,,
90.223.243.248/30,GB,,,
90.223.243.252/30,GB,,,
90.223.244.0/25,GB,,,
90.223.244.128/25,GB,,,
90.223.245.0/24,GB,,,
90.223.246.0/24,GB,,,
90.223.247.0/24,GB,,,
93.96.0.0/17,GB,,,
93.96.128.0/17,GB,,,
94.0.0.0/14,GB,,,
94.4.0.0/14,GB,,,
94.8.0.0/14,GB,,,
94.12.0.0/14,GB,,,
94.192.0.0/16,GB,,,
94.193.0.0/16,GB,,,
94.194.0.0/16,GB,,,
94.195.0.0/16,GB,,,
2a02:c78::/39,GB,,,
2a02:c79::/39,GB,,,
2a02:c79:500::/48,GB,,,
2a02:c79:fe00::/39,GB,,,
2a02:c7a::/32,GB,,,
2a02:c7b::/32,GB,,,
2a02:c7c::/32,GB,,,
2a02:c7d::/32,GB,,,
2a02:c7e::/32,GB,,,
2a02:c7f::/32,GB,,,
2a02:c78::/39,GB,,,
2a02:c79:500::/48,GB,,,
2a02:c79::/39,GB,,,
2a02:c79:fe00::/39,GB,,,
2a02:c7b::/32,GB,,,
2a06:5900::/32,IE,,,
2a06:5901::/33,IE,,,
2a06:5901:8000::/40,IE,,,
2a06:5901:8100::/40,GB,,,
2a06:5901:8200::/40,GB,,,
2a06:5901:8300::/40,IE,,,
2a06:5901:8400::/40,GB,,,
2a06:5901:8500::/40,GB,,,
2a06:5902::/31,GB,,,
2a06:5904::/31,GB,,,
2a06:5906::/31,GB,,,
2a06:5900::/32,IE,,,
2a06:5901:8000::/40,IE,,,
2a06:5901:8100::/40,GB,,,
2a06:5901:8200::/40,GB,,,
2a06:5901:8300::/40,IE,,,
2a06:5901:8400::/40,GB,,,
2a06:5901:8500::/40,GB,,,
2a06:5901::/33,IE,,,
2a06:5902::/31,GB,,,
2a06:5904::/31,GB,,,
2a06:5906::/31,GB,,,
